Article,Headline,Headline Sentiment,Offense Rating,Negative Words,Offensive Words,Tags
82,"Should you opt for travel now, pay later schemes this holiday season?",Generally Neutral,90,"['limited', 'delay', 'fail', 'penalty', 'negative', 'inability', 'difficulties', 'drastically', 'cons', 'delaying']",[],"[Prahlad, Krishnamurthi, Shivani, Gupta, Kalpesh, Ashar, Ashar, Ashar]"
83,No Headline,Extremely Negative,5910,"['Rot', 'bad', 'ugly', 'Debt', 'Problem', 'debt', 'farce', 'crisis', 'Reluctant', 'unlikely', 'risk', 'infamous', 'Breaks', 'Resistance', 'Painful', 'chaos', 'coldly', 'laid', 'shortage', 'Fake', 'Dupe', 'delay', 'collapse', 'Faults', 'Unpopular', 'errors', 'wrong', 'fears', 'implode', 'Scapegoat', 'collapse', 'debt', 'limit', 'meltdown', 'rejects', 'polluters', 'leak', 'bias', 'risk', 'bad', 'ugly', 'Bad', 'Lost', 'Debt', 'Showdown', 'Losses', 'Debacle', 'denied', 'allegation', 'cringe', 'debt', 'recession', 'rough', 'drought', 'complicated', 'struggle', 'Expensive', 'Cowardly', 'Losers', 'Emergency', 'Concerns', 'Tyranny', 'offensive', 'risk', 'debt', 'limit', 'unlikely', 'risk', 'lied', 'lied', 'fake', 'issues', 'sues', 'flagging', 'debt', 'limit', 'Risk', 'Costly', 'Struggles', 'Debt', 'Limit', 'dying', 'suppression', 'problem', 'fiasco', 'warning', 'recession', 'worse', 'meltdown', 'Recession', 'sacrificed', 'Shark', 'Shark', 'allegations', 'flagging', 'recession', 'joke', 'bad', 'debt', 'mess', 'crisis', 'fret', 'controversial', 'sues', 'shameful', 'loses', 'fears', 'Hard', 'Ugly', 'complaints', 'disgrace', 'contentious', 'sue', 'shortage', 'furor', 'lost', 'biased', 'Worst', 'damages', 'recession', 'complaint', 'bias', 'loud', 'skeptic', 'emergency', 'debt', 'limit', 'declines', 'Meltdown', 'debt', 'limit', 'Shockingly', 'problem', 'stress', 'risks', 'Falling', 'risk', 'volatility', 'Murky', 'Liable', 'Sues', 'Mystery', 'debt', 'subpoenas', 'Objections', 'Threatening', 'sued', 'split', 'fails', 'Abnormal', 'Drones', 'Remorse', 'Regret', 'shortage', 'crushed', 'false', 'recession', 'error', 'incorrectly', 'glitch', 'embattled', 'loose', 'Cautionary', 'Fake', 'recession', 'debt', 'crisis', 'foe', 'worries', 'bad', 'Issue', 'guilty', 'obstruction', 'accusation', 'hoax', 'insults', 'sues', 'risks', 'doubt', 'dying', 'tentative', 'debt', 'discriminatory', 'lose', 'complaints', 'convoluted', 'confusing', 'lost', 'outraged', 'trash', 'debt', 'limit', 'concerns', 'minority', 'Allergy', 'Delaying', 'Scam', 'Issues', 'Hard', 'Mistake', 'Failures', 'Marginal', 'debt', 'limit', 'scandals', 'dead', 'debt', 'limit', 'Crisis', 'wrong', 'breaks', 'loss', 'Breach', 'Crude', 'fall', 'conflicts', 'attacks', 'denies', 'fall', 'accusing', 'noise', 'sabotage']","['Fraud', 'stroke', 'stroke', 'Hell', 'Fire', 'Republican', 'racial', 'stroke', 'stroke', 'Stroke', 'fraud', 'fraud', 'fraud', 'Explosion', 'Lynch', 'Cancer', 'sexual', 'assault', 'fraud', 'sick', 'racial', 'Beast', 'cancer', 'Firing', 'Shooting', 'fraud', 'killing', 'Burn', 'fraud', 'HIV', 'rape', 'Republican', 'deposit', 'fraud', 'fraud', 'deposit', 'gun', 'Naked', 'Killed', 'Burn', 'Virgin', 'Arab', 'explosion', 'explosion', 'explosion', 'crime', 'assassination', 'killer', 'murder', 'killer', 'murder']","[Scaramucci, Sam, BankmanFried, Nikola, Nancy, Pelosi, 'lawsuit', Bolsonaro, Biden, 'lawsuit', JJ, Ada, Muluneh, Kishida, Biden, 'lawsuit', Yellen, Bill, Hwangs, Archegos, 'lawsuit', Alito, Nancy, Pelosi, Janet, Yellen, Kevin, McCarthy, Trump, Carrolls, 'lawsuit', LukeEdwardHall, Michael, Mann, 'harassment', Johnstone, Yellen, George, Santos, Trump, 'lawsuit', E., Jean, Carroll, Bill, Gates, Santos, Yellen, Yellen, Keenan, Trump, E., Jean, Carroll, 'lawsuit', Merrick, Garland, Biden, Stephen, Curry, Santiago, Ormeo, Kanye, West, Kanye, West, Bianca, Censori, Robbie, Knievel, Knievel, Evel, Knievel, Miley, Cyrus, Miley, Cyrus, Winklevoss, 'lawsuit', Tim, Cook, John, Lynch, Daniel, Niles, James, Comer, Lisa, Marie, Presley, Jamie, Dimon, Steve, Moore, Gavin, Newsom, Joe, Bidens, 'lawsuit', 'lawsuit', Thom, Browne, Trump, Trump, 'harassment', 'harassment', Trump, E., Jean, Carrolls, Harry, Meghan, Elon, Musk, 'lawsuit', 'harassment', 'harassment', Sarah, Natochenny, WonderFi, 'lawsuit', Biden, Tim, Cook, 'lawsuit', 'lawsuit', Winklevoss, Barry, Diller, Barry, Ritholtz, Semafor, Semafor, Brazils, Beyonc, Semafor, Semafor, CODE, BLUE, Semafor, Stephen, Heifetz, Semafor, Beavers, Semafor, Semafor, Jamal, Murray, Biden, Elon, Musk, Elon, Musk, Larry, Summers, Warren, Buffetts, Elon, Musk, Biden, Biden, Trump, Merrick, Garland, Biden, 'harassment', Tim, Cook, Bolsonaro, Trump, 'harassment', 'lawsuit', Menendez, David, Kessler, Trump, E., Jean, Carroll, 'lawsuit', George, Santos, Anthony, Devolder, Jim, Banks, Kyle, Rittenhouse, Kari, Lake, Kari, Lake, Trump, Jonathan, Kanter, 'lawsuit', Yellen, 'lawsuit', Alfred, Lin, Steve, Bannon, Nelson, Peltz, John, Kennedy, Tate, Fegley, David, Gordon, Peter, Klein, Jeff, Deist, Robert, P., Murphy, Peter, G., Klein, Yellen, Kevin, McCarthy, Webb, Kanye, West, Bolsonaro, Brooks, Capehart, Bidens, George, Santos, Biden, George, Floyd, Elon, Musk, Artis, Pabriks, Shinzo, Abe, Shinzo, Abe, Shinzo, Abe, 'lawsuit', 'lawsuit', Milo, Zeman]"
84,Zomato Gold to make a comeback; CEO Deepinder Goyal shares teaser,Extremely Positive,60,"['rival', 'discontinued', 'cons', 'decline', 'loss', 'Issues', 'evasion']",[],"[Deepinder, Goyal, Deepinder, Goyal, deepigoyal, Akshant, Goyal]"
85,"Sensex snaps 4-day losing streak, ends 724 pts higher; Nifty above 18,000",Extremely Negative,220,"['losing', 'losing', 'losing']",[],[]
86,"Paytm shares nosedive 6% on Alibaba block deal, but there's a catch",Generally Neutral,0,[],[],[]
87,Zomato cofounder & CTO Gunjan Patidar resigns,Extremely Negative,230,"['vice', 'resigned', 'loss', 'violation']",[],"[Patidar, Patidar, Gunjan, Patidar, Mohit, Gupta, Rahul, Ganjoo, Siddharth, Jhawar, Gaurav, Gupta, Mohit, Gupta, Gaurav, Gupta, Pankaj, Chaddah, Akriti, Chopra, Chopra, Akshant, Goyal, Deepinder, Goyal]"
88,Police nabs driver who crushed Zomato boy to death in Noida,Extremely Negative,220,"['grievously', 'offending', 'violation']",[],"[Suyash, Mishra, Parvinder, Kumar]"
89,"Sensex falls 293 pts on last day of 2022; Nifty below 18,150; ICICI Bank, Zomato fall 2% each",Extremely Negative,240,"['falls', 'fall', 'falls', 'fall', 'fall']",[],[]
90,Over Rs 2 crore in 8 minutes! Here's how Ashneer Grover earned big via Zomato IPO,Extremely Negative,340,"['Hard', 'Shark', 'issue', 'threatening', 'failing', 'fake', 'losing', 'hedge', 'mediocre', 'Limited']",['kill'],"[Ashneer, Grover, Grover, Grover, Grover, Ashneer, Grover]"
91," Order Worth Rs 28,000 From Bengaluru Was The 'Biggest Party Order' On Blinkit, Says CEO ",Extremely Negative,230,"['bothered', 'cold', 'bizarre', 'bitter']",[],"[Albinder, Dhindsa, Dhindsa, Albinder, Dhindsa, Dhindsa, Dhindsa, Dhindsa, Deepinder, Goyal, Albinder, Dhindsa]"
92,"Ola, Uber, Dunzo, PharmEasy, Amazon Flex Others Provide Poor Working Conditions for Gig Workers: Report",Extremely Negative,210,"['broken', 'reluctant']",[],"[Balaji, Parthasarathy]"
93,"Zomato delivery man dances outside wedding hall, netizens call it 'Vibe hai': Watch video ",Extremely Negative,220,"['congestion', 'delayed', 'Limited']",[],"[Pulkit, Kochar, Suresh, Wadkar, Asha, Bhosle]"
94,Uber and Amazon have some of the poorest working conditions for gig workers in India reveals study,Somewhat Negative,120,"['worst', 'deprived', 'lack']",[],"[Mehul, Reuben, Das, Fairwork, Balaji, Parthasarathy, Janaki, Srinivasan]"
95," Car With ""District Judge"" Sticker Rams Bike In Noida, Delivery Agent Dies ",Extremely Negative,380,"['limits', 'bore', 'negligence', 'rash']","['died', 'died', 'death']","[Parvindar, Kumar, Kumars, Pramod, Kumar, Kumar]"
96,Yatra India IPO Approved; Yatra Also An Attractive Acquisition Target,Extremely Positive,110,"['unknown', 'struggling', 'gloomy', 'notoriously', 'issue', 'Mania', 'expensive', 'critical', 'minority', 'limited', 'challenging', 'gloomy']",[],"[Gowtham, Adani, Jeff, Bezos]"
97,"Blinkit CEO says Bengaluru man places ‘biggest party order’ worth Rs 28,962 on New Year eve",Extremely Negative,210,"['broken', 'Limited']",[],"[Albinder, Dhindsa, Albinder, Dhindsa, Dhindsa, Deepinder, Goyal]"
98,"
                                                                        Jefferies rejigs India model portfolio; Zomato, Bharti Airtel off menu                                ",Somewhat Positive,80,"['wary', 'loss', 'concerns', 'slower', 'tumbled', 'fall', 'debt', 'overweight', 'overweight']",[],"[Mahesh, Nandurkar, Abhinav, Sinha, Vivek, Maheshwari, Jithin, John, Kunal, Shah, Nandurkar]"
99,How to regulate Big Tech firms in India? Parliament panel’s top 3 recommendations,Extremely Positive,90,[],[],"['harassment', 'harassment']"
100,‘Women should not feel ashamed’: Another Indian company announces menstrual leaves,Extremely Negative,240,"['ashamed', 'critical', 'ashamed', 'bias', 'Limited']",[],"[Aditya, Kohli, Kohli]"
